Job Title,Company,Location,Salary Estimate,Job Description,Job Age
Data Science Engineer,Tata Consultancy Services,"Mason, OH",$95K - $135K (Employer provided),"We are seeking a highly skilled Data Science Engineer to design and develop scalable ML and Generative AI solutions. Primarily a BI / reporting analyst.&hellip;
      
        Skills: System design, MongoDB, Application development, Scalability, AI",30d+
Simulation Engineer,Tata Consultancy Services,"Warren, MI",$130K - $170K (Employer provided),"Proficiency in NVIDIA Isaac Sim, Omniverse, and synthetic data generation tools. The engineer will work closely with AI researchers and robotics engineers to…&hellip;
      
        Skills: TensorFlow, Computer vision, C++, Unity, Robotics",30d+
Applied Machine Learning Research Engineer - Multimodal for Human Understanding,Apple,"Sunnyvale, CA",$147K - $272K (Employer provided),"By staying at the forefront of advancements in AI, machine learning, and computer vision, you will play a direct role in driving innovation, influencing the…&hellip;
      
        Skills: Computer vision, C++, Software development, Swift, AI",5d
"Machine Learning Engineer, Photos",Apple,"Cupertino, CA",$127K - $221K (Employer provided),"Bachelor's or Master's in Computer Science, Electrical Engineering, Applied Mathematics, or a related field. Candidates should have a proven track record that…&hellip;
      
        Skills: C, Embedded software, Swift, AI, Python",5d
Multimodal LLMs Research Engineer,Apple,"Sunnyvale, CA",$147K - $272K (Employer provided),"Our centralized applied research and engineering group is dedicated to developing cutting-edge Computer Vision and Machine Perception technologies across Apple…&hellip;
      
        Skills: Computer vision, AI, Research & development, Leadership",5d
ML Safety Research Engineer,Apple,"San Francisco, CA",$181K - $272K (Employer provided),"This role blends deep technical expertise with strong analytical judgment to develop tools and capabilities for assessing and improving the behavior of advanced…&hellip;
      
        Skills: Computer science, Taxonomy, Analysis skills, Requirements analysis, Experimental design",5d
Machine Learning Engineer - Recommendations & Personalization (Feature Engineering),Apple,"Seattle, WA",$172K - $302K (Employer provided),"BS, MS or PhD in Computer Science, Machine Learning, or a related technical field. This is a hands-on, high-impact engineering role that bridges robust system…&hellip;
      
        Skills: Rust (programming language), Go, Spark, System design, Java",5d
"AI/ML - Machine Learning Research Engineer, Machine Translation",Apple,"San Francisco, CA",$140K - $210K (Employer provided),"We are seeking research scientists and engineers with a passion for applied research in the field of Multilingual Large Language Models and Machine Translation.&hellip;
      
        Skills: TensorFlow, Multilingual, Writing skills, Java, C",5d
Machine Learning Engineer,Apple,"Sunnyvale, CA",$147K - $272K (Employer provided),"You will perform applied research development to adapt state-of-the-art methods or implement new methods to ship features on iOS and VisionOS platforms.&hellip;
      
        Skills: Computer vision, iOS, Software development, Data collection, Research & development",5d
Industrial Machine Learning Engineer,Apple,"Cupertino, CA",$212K - $318K (Employer provided),"MS in related engineering field. BS in a related engineering field. Experience with image processing and using ML tools to identify patterns in images,…&hellip;
      
        Skills: Image processing, Data mining, Cassandra, Vendor management, Computer vision",5d
AI Application Engineer,Apple,"Cupertino, CA",$172K - $302K (Employer provided),"Deploy and support AI tools for hardware engineering teams. In this role, you'll work at the intersection of applied AI and software engineering-translating…&hellip;
      
        Skills: TensorFlow, Java, Scalability, AI",5d
Camera Machine Learning Engineer - Camera Hardware,Apple,"San Francisco, CA",$147K - $272K (Employer provided),"You will bring your expertise to the team and be responsible for ongoing design, evaluation, benchmarking and characterization of Apple camera products."",""…&hellip;
      
        Skills: Image processing, Computer vision, Data analysis skills, Optics, Data collection",5d
Applied Research Engineer - Multimodal LLMs for Human Interaction,Apple,"Sunnyvale, CA",$147K - $272K (Employer provided),"PhD in Computer Science, Electrical Engineering, or a related field with a focus on AI, machine learning, or computer vision.&hellip;
      
        Skills: Computer vision, Natural language processing, AI, Research & development, Leadership",5d
GenAI Research Engineer,Apple,"Cupertino, CA",$147K - $272K (Employer provided),"Experience with LLM-based evaluation systems and rigorous, evidence-based approaches to test development, e.g. quantitative and qualitative test design,…&hellip;
      
        Skills: Analysis skills, Natural language processing, Experimental design, Software development, Scalability",5d
AI Application Engineer,Apple,"San Francisco, CA",$140K - $210K (Employer provided),"Deploy and support AI tools for hardware engineering teams. In this role, you'll work at the intersection of applied AI and software engineering-translating…&hellip;
      
        Skills: TensorFlow, Java, Scalability, AI",5d
Machine Learning Engineer - MLR,Apple,"Cupertino, CA",$181K - $318K (Employer provided),"You will propose and co-develop innovative research in the areas of Multimodal LLMs and AI Agents, execute it through implementation and experimentation in…&hellip;
      
        Skills: Computer vision, Math, Experimental design, Scalability, AI",5d
"AIML - Applied ML Engineer, Responsible AI",Apple,"Cupertino, CA",$181K - $272K (Employer provided),"Experience driving technical projects and collaborating with large, diverse, cross-functional teams. Collaborate with cross-functional partners in engineering,…&hellip;
      
        Skills: TensorFlow, Data analysis skills, Continuous improvement, Requirements analysis, Scalability",5d
Machine Learning FEA Engineer,Apple,"San Francisco, CA",$140K - $258K (Employer provided),"The machine learning models will drive rapid design iterations by assessing potential risks and optimizing design trade-offs.&hellip;
      
        Skills: Computer science, FEA, Scalability, Communication skills, Python",5d
Machine Learning Engineer,Apple,"Austin, TX",$132K - $245K (Employer provided),"They will also need to be able to collaborate with cross-functional teams, including researchers, engineers, data scientists/analysts, and product managers, to…&hellip;
      
        Skills: Software deployment, Spark, Java, SQL, Natural language processing",5d
Machine Learning Engineer,Apple,"Sunnyvale, CA",$181K - $318K (Employer provided),"We perform applied research development to adapt state-of-the-art methods or implement new methods to ship features on visionOS and iOS platforms.&hellip;
      
        Skills: Computer vision, iOS, Software development, Data collection, Research & development",5d
"Machine Learning Research Engineer (Human Sensing), SIML - ISE",Apple,"Seattle, WA",$172K - $258K (Employer provided),"Building tools and frameworks for systematic failure analysis, identifying edge cases, and driving continuous model improvement.&hellip;
      
        Skills: Computer science, Computer vision, Analysis skills, Requirements analysis, Mentoring",5d
Deep Learning Engineer for Game Technology,PlayStation,"London, England",£47K - £72K (Glassdoor est.),"You will be part of a small creative team within ATG, tackling problems centred around computer vision and machine learning. 25 days holiday per year.&hellip;
      
        Skills: Maths, Machine learning, Deep learning, Software development, Debugging",21d
"Research Engineer, Machine Learning (Reinforcement Learning)",Anthropic,"London, England",£260K - £630K (Employer provided),"For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses…&hellip;
      
        Skills: TensorFlow, Rust (programming language), Kubernetes, System design, C++",30d+
Machine Learning Engineer Intern (100% Remote Worldwide),Tether.to,"London, England",,"Experience in deep learning techniques such as supervised, semi-supervised, self-supervised learning, and/or generative modeling.&hellip;
      
        Skills: English, Analysis skills, Project management, Machine learning, Deep learning",14d
Senior Deep Learning Research Engineer,Greyparrot,"London, England",£56K - £130K (Glassdoor est.),"Experience with active learning, semi-supervised learning, learning from noisy labels, model robustness (at least two).&hellip;
      
        Skills: Deep learning, Python",30d+
Senior Machine Learning Engineer,WLT Group,Remote,FCFA 80K (Employer provided),"Lead the design and implementation of scalable ML models and data pipelines to support AI-powered products in regulated domains.&hellip;
      
        Skills: TensorFlow, Spark, AWS, Docker, Machine learning",30d+
"Principal Machine Learning Engineer 2026 - US, UK",Aimpoint Digital,Remote,,"Experience with managing stakeholders and collaborating with customers. You will work with all levels of the client organization to build value driving…&hellip;
      
        Skills: TensorFlow, Azure, Kubernetes, Software deployment, DevOps",29d
AI Research Engineer - Pre training (100% Remote),Tether.to,"London, England",£48K - £123K (Glassdoor est.),"You will have a deep expertise in LLM architectures, a strong grasp of pre-training optimization with a hands-on, research-driven approach.&hellip;
      
        Skills: Software deployment, English, Machine learning, Natural language processing, Scalability",30d+
Senior Machine Learning Engineer (Spain),Remotestar,Remote,,"Their main products, Singularity and CompactifAI, address critical needs across various industries. 4+ years of experience in data science, machine learning, or…&hellip;
      
        Skills: Git, Machine learning, Distributed systems, Natural language processing, Software development",30d+
"Research Engineer, Pretraining",Anthropic,"London, England",£260K - £630K (Employer provided),"For sales roles, the range provided is the role’s On Target Earnings (""OTE"") range, meaning that the range includes both the sales commissions/sales bonuses…&hellip;
      
        Skills: Kubernetes, Machine learning, Deep learning, Communication skills, Python",30d+
